turn_id,user_id,message,timestamp,ground_truth,v1_classified,v2_classified,v1_correct,v2_exact_correct,v2_semantic_correct,memories_found,has_prediction,pred_intent,pred_weight,latency_ms,has_error
47,user_analyst,시각화 차트 어떤 타입이 좋을까?,2026-04-05T20:00:00,data_analysis,knowledge_lookup,technical_consulting,0,0,0,5,1,knowledge_lookup,0.821,1060,0
48,user_analyst,기술 명세서 초안 작성 완료,2026-04-05T20:05:00,document_drafting,document_drafting,schedule_management,1,0,0,5,0,,,1443,0
49,user_pm,내일 재택근무 하겠습니다,2026-04-06T19:00:00,scheduling,knowledge_lookup,schedule_management,0,0,1,5,1,knowledge_lookup,0.8,1413,0
50,user_pm,금요일 오후 3시에 고객사 미팅 있어,2026-04-06T19:05:00,scheduling,scheduling,schedule_management,1,0,1,5,0,,,2338,0
51,user_pm,QA에서 발견된 버그 3건 트래킹 시작,2026-04-06T19:10:00,issue_tracking,issue_tracking,bug_tracking,1,0,1,5,1,scheduling,0.75,1426,0
52,user_pm,확인했어요,2026-04-06T19:15:00,,knowledge_lookup,schedule_management,0,0,0,5,1,knowledge_lookup,0.774,1262,0
53,user_dev,이 함수 네이밍 뭐가 좋을까?,2026-04-06T20:00:00,code_review,knowledge_lookup,technical_consulting,0,0,1,5,1,knowledge_lookup,0.781,1243,0
54,user_dev,Redis 캐시 만료 전략 어떤 게 좋을까?,2026-04-06T20:05:00,knowledge_lookup,knowledge_lookup,technical_consulting,1,0,1,5,1,knowledge_lookup,0.788,1731,0
55,user_new,팀 소개 문서 읽었습니다,2026-04-06T19:00:00,onboarding,knowledge_lookup,schedule_management,0,0,1,5,1,knowledge_lookup,0.794,1542,0
56,user_new,코드 리포지토리 접근 권한 필요해,2026-04-06T19:05:00,onboarding,knowledge_lookup,dev_ops_request,0,0,0,5,1,knowledge_lookup,0.8,1614,0
57,user_analyst,대시보드 KPI 지표 정의 변경,2026-04-06T18:00:00,data_analysis,data_analysis,strategic_planning,1,0,0,5,1,knowledge_lookup,1.0,1576,0
58,user_analyst,회의록 정리해서 공유해줘,2026-04-06T18:05:00,document_drafting,scheduling,schedule_management,0,0,0,5,0,,,1201,0
59,user_analyst,ㅋㅋ,2026-04-06T18:10:00,,knowledge_lookup,casual_chat,0,0,0,5,1,knowledge_lookup,0.8,1247,0
60,user_pm,금요일 오후 3시에 고객사 미팅 있어,2026-04-07T18:00:00,scheduling,scheduling,schedule_management,1,0,1,5,0,,,2563,0
61,user_pm,금요일 오후 3시에 고객사 미팅 있어,2026-04-07T18:05:00,scheduling,scheduling,schedule_management,1,0,1,5,0,,,2556,0
62,user_pm,블로커 이슈 해결 상황 공유해줘,2026-04-07T18:10:00,issue_tracking,issue_tracking,schedule_management,1,0,0,5,1,scheduling,0.6,1616,0
63,user_dev,린트 에러 수정하고 다시 올렸어,2026-04-07T19:00:00,code_review,troubleshooting,schedule_management,0,0,0,5,0,,,1272,0
64,user_dev,MongoDB 샤딩 전략 결정해야 해,2026-04-07T19:05:00,knowledge_lookup,knowledge_lookup,strategic_planning,1,0,0,5,1,knowledge_lookup,0.757,1521,0
65,user_new,사내 시스템 계정 발급 요청,2026-04-07T20:00:00,onboarding,knowledge_lookup,dev_ops_request,0,0,0,5,1,knowledge_lookup,0.763,1224,0
66,user_new,신입 온보딩 체크리스트 확인해줘,2026-04-07T20:05:00,onboarding,onboarding,schedule_management,1,0,1,5,0,,,1738,0
67,user_analyst,대시보드 KPI 지표 정의 변경,2026-04-07T18:00:00,data_analysis,data_analysis,strategic_planning,1,0,0,5,1,knowledge_lookup,0.667,1685,0
68,user_analyst,주간 보고서 작성 도와줘,2026-04-07T18:05:00,document_drafting,weekly_report,schedule_management,0,0,0,5,0,,,1792,0
69,user_pm,다음 주 수요일 2시에 팀 미팅 가능한지 확인해줘,2026-04-08T20:00:00,scheduling,scheduling,schedule_management,1,0,1,5,0,,,2813,0
70,user_pm,QA에서 발견된 버그 3건 트래킹 시작,2026-04-08T20:05:00,issue_tracking,issue_tracking,bug_tracking,1,0,1,5,1,scheduling,0.667,1930,0
71,user_pm,회의록 정리해서 공유해줘,2026-04-08T20:10:00,document_drafting,scheduling,schedule_management,0,0,0,5,0,,,1393,0
72,user_dev,유닛 테스트 커버리지 80% 넘겼어,2026-04-08T18:00:00,code_review,knowledge_lookup,task_status,0,0,0,5,1,knowledge_lookup,0.732,1318,0
73,user_dev,쿼리 실행 계획 분석해봤는데 풀스캔 나와,2026-04-08T18:05:00,knowledge_lookup,data_analysis,schedule_management,0,0,0,5,0,,,1433,0
74,user_dev,프로덕션 버그 리포트 들어왔어,2026-04-08T18:10:00,issue_tracking,issue_tracking,schedule_management,1,0,0,5,1,scheduling,0.714,1768,0
75,user_new,사내 시스템 계정 발급 요청,2026-04-08T18:00:00,onboarding,knowledge_lookup,dev_ops_request,0,0,0,5,1,knowledge_lookup,0.714,1334,0
76,user_new,이 함수 네이밍 뭐가 좋을까?,2026-04-08T18:05:00,code_review,knowledge_lookup,technical_consulting,0,0,1,5,1,knowledge_lookup,0.721,1328,0
77,user_analyst,시각화 차트 어떤 타입이 좋을까?,2026-04-08T19:00:00,data_analysis,knowledge_lookup,technical_consulting,0,0,0,5,1,knowledge_lookup,0.721,1313,0
78,user_analyst,A/B 테스트 통계적 유의성 검증,2026-04-08T19:05:00,data_analysis,data_analysis,technical_consulting,1,0,0,5,0,,,2037,0
79,user_pm,팀 워크숍 날짜 투표 결과 알려줘,2026-04-09T18:00:00,scheduling,knowledge_lookup,schedule_management,0,0,1,5,1,knowledge_lookup,0.705,1787,0
80,user_pm,이슈 우선순위 재조정 필요해,2026-04-09T18:05:00,issue_tracking,issue_tracking,strategic_planning,1,0,0,5,1,scheduling,0.714,1528,0
81,user_pm,회의록 정리해서 공유해줘,2026-04-09T18:10:00,document_drafting,scheduling,schedule_management,0,0,0,5,0,,,1183,0
82,user_pm,감사,2026-04-09T18:15:00,,knowledge_lookup,schedule_management,0,0,0,5,1,knowledge_lookup,0.689,1334,0
83,user_dev,코드 컨벤션 가이드 어디 있어?,2026-04-09T20:00:00,code_review,knowledge_lookup,dev_ops_request,0,0,1,5,1,knowledge_lookup,0.689,1753,0
84,user_dev,PostgreSQL 인덱스 최적화 방법 알려줘,2026-04-09T20:05:00,knowledge_lookup,knowledge_lookup,technical_consulting,1,0,1,5,1,knowledge_lookup,0.696,1626,0
85,user_dev,핫픽스 배포 후 이슈 클로즈 해줘,2026-04-09T20:10:00,issue_tracking,issue_tracking,schedule_management,1,0,0,5,1,scheduling,0.667,1306,0
86,user_new,개발환경 세팅 가이드 어디 있어?,2026-04-09T18:00:00,onboarding,knowledge_lookup,dev_ops_request,0,0,0,5,1,knowledge_lookup,0.688,1677,0
87,user_new,CI 파이프라인 통과 확인해줘,2026-04-09T18:05:00,code_review,knowledge_lookup,task_status,0,0,0,5,1,knowledge_lookup,0.694,1741,0
88,user_analyst,A/B 테스트 통계적 유의성 검증,2026-04-09T19:00:00,data_analysis,data_analysis,technical_consulting,1,0,0,5,0,,,1886,0
89,user_analyst,코호트 분석 리포트 작성 중,2026-04-09T19:05:00,data_analysis,data_analysis,schedule_management,1,0,0,5,0,,,1719,0
90,user_pm,"이번 주 스탠드업 시간 변경됨, 10시로",2026-04-10T19:00:00,scheduling,project_status,schedule_management,0,0,1,5,1,knowledge_lookup,1.0,2569,0
91,user_pm,스프린트 번다운 차트 확인해줘,2026-04-10T19:05:00,issue_tracking,knowledge_lookup,schedule_management,0,0,0,5,1,knowledge_lookup,0.68,1792,0
92,user_pm,프로젝트 제안서 검토 요청,2026-04-10T19:10:00,document_drafting,knowledge_lookup,schedule_management,0,0,0,5,1,knowledge_lookup,0.686,1808,0
93,user_dev,이 함수 네이밍 뭐가 좋을까?,2026-04-10T19:00:00,code_review,knowledge_lookup,technical_consulting,0,0,1,5,1,knowledge_lookup,0.686,1352,0
94,user_dev,Redis 캐시 만료 전략 어떤 게 좋을까?,2026-04-10T19:05:00,knowledge_lookup,knowledge_lookup,technical_consulting,1,0,1,5,1,knowledge_lookup,0.692,1868,0
95,user_dev,QA에서 발견된 버그 3건 트래킹 시작,2026-04-10T19:10:00,issue_tracking,issue_tracking,bug_tracking,1,0,1,5,1,scheduling,0.6,1858,0
96,user_new,개발 컨벤션 가이드 숙지 완료,2026-04-10T20:00:00,onboarding,knowledge_lookup,schedule_management,0,0,1,5,1,knowledge_lookup,0.685,1618,0
97,user_new,이 함수 네이밍 뭐가 좋을까?,2026-04-10T20:05:00,code_review,knowledge_lookup,technical_consulting,0,0,1,5,1,knowledge_lookup,0.691,1178,0
98,user_analyst,SQL 쿼리 최적화 도움 필요,2026-04-10T19:00:00,data_analysis,knowledge_lookup,technical_consulting,0,0,0,5,1,knowledge_lookup,0.691,1272,0
99,user_analyst,사용자 행동 퍼널 분석해줘,2026-04-10T19:05:00,data_analysis,data_analysis,task_status,1,0,0,5,0,,,1163,0
100,user_pm,출장 복귀 후 보고서 작성,2026-04-11T19:00:00,scheduling,scheduling,schedule_management,1,0,1,5,0,,,1195,0
101,user_pm,해외 출장 비자 발급 상황,2026-04-11T19:05:00,scheduling,scheduling,schedule_management,1,0,1,5,0,,,1690,0
102,user_pm,내일 오전 회의 일정 잡아줘,2026-04-11T19:10:00,scheduling,scheduling,schedule_management,1,0,1,5,0,,,1489,0
103,user_pm,수고하셨습니다,2026-04-11T19:15:00,,knowledge_lookup,schedule_management,0,0,0,5,1,knowledge_lookup,0.667,1237,0
104,user_dev,코드 컨벤션 가이드 어디 있어?,2026-04-11T18:00:00,code_review,knowledge_lookup,dev_ops_request,0,0,1,5,1,knowledge_lookup,0.667,1700,0
105,user_dev,PostgreSQL 인덱스 최적화 방법 알려줘,2026-04-11T18:05:00,knowledge_lookup,knowledge_lookup,technical_consulting,1,0,1,5,1,knowledge_lookup,0.672,1619,0
106,user_dev,JIRA-1234 이슈 상태 업데이트해줘,2026-04-11T18:10:00,issue_tracking,issue_tracking,schedule_management,1,0,0,5,1,scheduling,0.545,1733,0
107,user_new,멘토링 미팅 일정 잡아줘,2026-04-11T18:00:00,onboarding,scheduling,schedule_management,0,0,1,5,0,,,1592,0
108,user_new,유닛 테스트 커버리지 80% 넘겼어,2026-04-11T18:05:00,code_review,knowledge_lookup,task_status,0,0,0,5,1,knowledge_lookup,0.65,1393,0
109,user_analyst,대시보드 KPI 지표 정의 변경,2026-04-11T19:00:00,data_analysis,data_analysis,strategic_planning,1,0,0,5,0,,,1642,0
110,user_analyst,A/B 테스트 통계적 유의성 검증,2026-04-11T19:05:00,data_analysis,data_analysis,technical_consulting,1,0,0,5,0,,,4097,0
111,user_pm,해외 출장 비자 발급 상황,2026-04-12T21:00:00,scheduling,scheduling,schedule_management,1,0,1,5,0,,,3867,0
112,user_pm,호텔 예약 확인해줘,2026-04-12T21:05:00,scheduling,knowledge_lookup,schedule_management,0,0,1,5,1,knowledge_lookup,0.639,2728,0
113,user_pm,출장 일정 확인 좀 해줘,2026-04-12T21:10:00,scheduling,scheduling,schedule_management,1,0,1,5,0,,,1126,0
114,user_dev,린트 에러 수정하고 다시 올렸어,2026-04-12T18:00:00,code_review,troubleshooting,schedule_management,0,0,0,5,1,knowledge_lookup,1.0,1465,0
115,user_dev,MongoDB 샤딩 전략 결정해야 해,2026-04-12T18:05:00,knowledge_lookup,knowledge_lookup,strategic_planning,1,0,0,5,1,knowledge_lookup,0.629,1545,0
116,user_dev,블로커 이슈 해결 상황 공유해줘,2026-04-12T18:10:00,issue_tracking,issue_tracking,schedule_management,1,0,0,5,0,,,1736,0
117,user_new,개발환경 세팅 가이드 어디 있어?,2026-04-12T18:00:00,onboarding,knowledge_lookup,dev_ops_request,0,0,0,5,1,knowledge_lookup,0.625,1838,0
118,user_new,PR #456 리뷰해줄 수 있어?,2026-04-12T18:05:00,code_review,code_review,schedule_management,1,0,0,5,1,knowledge_lookup,1.0,1831,0
119,user_analyst,사용자 행동 퍼널 분석해줘,2026-04-12T20:00:00,data_analysis,data_analysis,task_status,1,0,0,5,0,,,1189,0
120,user_analyst,SQL 쿼리 최적화 도움 필요,2026-04-12T20:05:00,data_analysis,knowledge_lookup,technical_consulting,0,0,0,5,1,knowledge_lookup,0.615,1344,0
121,user_pm,해외 출장 비자 발급 상황,2026-04-13T21:00:00,scheduling,scheduling,schedule_management,1,0,1,5,0,,,1740,0
122,user_pm,호텔 예약 확인해줘,2026-04-13T21:05:00,scheduling,knowledge_lookup,schedule_management,0,0,1,5,1,knowledge_lookup,0.615,1755,0
123,user_pm,금요일 오후 3시에 고객사 미팅 있어,2026-04-13T21:10:00,scheduling,scheduling,schedule_management,1,0,1,5,0,,,2755,0
124,user_dev,이 코드 리팩토링 방향 어때?,2026-04-13T19:00:00,code_review,knowledge_lookup,dev_ops_request,0,0,1,5,1,knowledge_lookup,0.606,1328,0
125,user_dev,DB 마이그레이션 스크립트 작성 중이야,2026-04-13T19:05:00,knowledge_lookup,knowledge_lookup,schedule_management,1,0,0,5,1,knowledge_lookup,0.612,1768,0
126,user_dev,스프린트 번다운 차트 확인해줘,2026-04-13T19:10:00,issue_tracking,knowledge_lookup,schedule_management,0,0,0,5,1,knowledge_lookup,0.618,1808,0
127,user_dev,수고하셨습니다,2026-04-13T19:15:00,,knowledge_lookup,schedule_management,0,0,0,5,1,knowledge_lookup,0.623,1257,0
128,user_new,개발환경 세팅 가이드 어디 있어?,2026-04-13T18:00:00,onboarding,knowledge_lookup,dev_ops_request,0,0,0,5,1,knowledge_lookup,0.623,1742,0
129,user_new,코드 컨벤션 가이드 어디 있어?,2026-04-13T18:05:00,code_review,knowledge_lookup,dev_ops_request,0,0,1,5,1,knowledge_lookup,0.629,1820,0
130,user_analyst,코호트 분석 리포트 작성 중,2026-04-13T21:00:00,data_analysis,data_analysis,schedule_management,1,0,0,5,0,,,1694,0
131,user_analyst,SQL 쿼리 최적화 도움 필요,2026-04-13T21:05:00,data_analysis,knowledge_lookup,technical_consulting,0,0,0,5,1,knowledge_lookup,0.62,1334,0
132,user_pm,해외 출장 비자 발급 상황,2026-04-14T18:00:00,scheduling,scheduling,schedule_management,1,0,1,5,0,,,1707,0
133,user_pm,호텔 예약 확인해줘,2026-04-14T18:05:00,scheduling,knowledge_lookup,schedule_management,0,0,1,5,1,knowledge_lookup,0.62,1592,0
134,user_pm,내일 오전 회의 일정 잡아줘,2026-04-14T18:10:00,scheduling,scheduling,schedule_management,1,0,1,5,0,,,1521,0
135,user_dev,CI 파이프라인 통과 확인해줘,2026-04-14T20:00:00,code_review,knowledge_lookup,task_status,0,0,0,5,1,knowledge_lookup,0.616,1635,0
136,user_dev,MongoDB 샤딩 전략 결정해야 해,2026-04-14T20:05:00,knowledge_lookup,knowledge_lookup,strategic_planning,1,0,0,5,1,knowledge_lookup,0.622,1627,0
137,user_dev,블로커 이슈 해결 상황 공유해줘,2026-04-14T20:10:00,issue_tracking,issue_tracking,schedule_management,1,0,0,5,0,,,1676,0
138,user_new,팀 위키 접근 권한 요청했어,2026-04-14T21:00:00,onboarding,knowledge_lookup,schedule_management,0,0,1,5,1,knowledge_lookup,0.618,1673,0
139,user_new,코드 컨벤션 가이드 어디 있어?,2026-04-14T21:05:00,code_review,knowledge_lookup,dev_ops_request,0,0,1,5,1,knowledge_lookup,0.623,1756,0
140,user_analyst,데이터 파이프라인 Airflow DAG 수정,2026-04-14T18:00:00,data_analysis,data_analysis,strategic_planning,1,0,0,5,0,,,1609,0
141,user_analyst,대시보드 KPI 지표 정의 변경,2026-04-14T18:05:00,data_analysis,data_analysis,strategic_planning,1,0,0,5,0,,,1557,0
142,user_analyst,감사,2026-04-14T18:10:00,,knowledge_lookup,schedule_management,0,0,0,5,1,knowledge_lookup,0.615,1220,0
143,user_pm,출장 비용 정산 서류 제출,2026-04-15T18:00:00,scheduling,scheduling,schedule_management,1,0,1,5,0,,,2165,0
144,user_pm,출장 복귀 후 보고서 작성,2026-04-15T18:05:00,scheduling,scheduling,schedule_management,1,0,1,5,0,,,1148,0
145,user_pm,내일 재택근무 하겠습니다,2026-04-15T18:10:00,scheduling,knowledge_lookup,schedule_management,0,0,1,5,1,knowledge_lookup,0.615,1534,0
146,user_dev,PR #456 리뷰해줄 수 있어?,2026-04-15T19:00:00,code_review,code_review,schedule_management,1,0,0,5,1,knowledge_lookup,1.0,1585,0
147,user_dev,쿼리 실행 계획 분석해봤는데 풀스캔 나와,2026-04-15T19:05:00,knowledge_lookup,data_analysis,schedule_management,0,0,0,5,0,,,1285,0
148,user_dev,이번 스프린트 미해결 이슈 몇 개야?,2026-04-15T19:10:00,issue_tracking,issue_tracking,task_status,1,0,0,5,0,,,1811,0
149,user_new,개발환경 세팅 가이드 어디 있어?,2026-04-15T18:00:00,onboarding,knowledge_lookup,dev_ops_request,0,0,0,5,1,knowledge_lookup,0.62,1654,0
150,user_new,코드 컨벤션 가이드 어디 있어?,2026-04-15T18:05:00,code_review,knowledge_lookup,dev_ops_request,0,0,1,5,1,knowledge_lookup,0.625,1701,0
151,user_analyst,데이터 파이프라인 Airflow DAG 수정,2026-04-15T19:00:00,data_analysis,data_analysis,strategic_planning,1,0,0,5,0,,,1710,0
152,user_analyst,데이터 파이프라인 Airflow DAG 수정,2026-04-15T19:05:00,data_analysis,data_analysis,strategic_planning,1,0,0,5,0,,,1608,0
153,user_analyst,ㅎㅎ,2026-04-15T19:10:00,,knowledge_lookup,casual_chat,0,0,0,5,1,knowledge_lookup,0.617,1218,0
154,user_pm,팀 워크숍 날짜 투표 결과 알려줘,2026-04-16T21:00:00,scheduling,knowledge_lookup,schedule_management,0,0,1,5,1,knowledge_lookup,0.622,1630,0
155,user_pm,릴리스 노트에 포함할 이슈 목록 정리해줘,2026-04-16T21:05:00,issue_tracking,issue_tracking,schedule_management,1,0,0,5,0,,,2015,0
156,user_pm,프로젝트 제안서 검토 요청,2026-04-16T21:10:00,document_drafting,knowledge_lookup,schedule_management,0,0,0,5,1,knowledge_lookup,0.614,1613,0
157,user_dev,코드 컨벤션 가이드 어디 있어?,2026-04-16T20:00:00,code_review,knowledge_lookup,dev_ops_request,0,0,1,5,1,knowledge_lookup,0.614,1722,0
158,user_dev,MongoDB 샤딩 전략 결정해야 해,2026-04-16T20:05:00,knowledge_lookup,knowledge_lookup,strategic_planning,1,0,0,5,1,knowledge_lookup,0.619,1529,0
159,user_dev,핫픽스 배포 후 이슈 클로즈 해줘,2026-04-16T20:10:00,issue_tracking,issue_tracking,schedule_management,1,0,0,5,0,,,1310,0
160,user_new,유닛 테스트 커버리지 80% 넘겼어,2026-04-16T19:00:00,code_review,knowledge_lookup,task_status,0,0,0,5,1,knowledge_lookup,0.616,1372,0
161,user_new,CI 파이프라인 통과 확인해줘,2026-04-16T19:05:00,code_review,knowledge_lookup,task_status,0,0,0,5,1,knowledge_lookup,0.621,1688,0
162,user_analyst,주간 매출 데이터 분석 결과 공유,2026-04-16T18:00:00,data_analysis,data_analysis,schedule_management,1,0,0,5,0,,,1679,0
163,user_analyst,코호트 분석 리포트 작성 중,2026-04-16T18:05:00,data_analysis,data_analysis,schedule_management,1,0,0,5,0,,,1683,0
164,user_pm,다음 주 수요일 2시에 팀 미팅 가능한지 확인해줘,2026-04-17T18:00:00,scheduling,scheduling,schedule_management,1,0,1,5,0,,,2718,0
165,user_pm,스프린트 번다운 차트 확인해줘,2026-04-17T18:05:00,issue_tracking,knowledge_lookup,schedule_management,0,0,0,5,1,knowledge_lookup,0.607,1769,0
166,user_pm,기술 명세서 초안 작성 완료,2026-04-17T18:10:00,document_drafting,document_drafting,schedule_management,1,0,0,5,1,data_analysis,1.0,1791,0
167,user_dev,PR 코멘트 반영 완료했습니다,2026-04-17T19:00:00,code_review,code_review,schedule_management,1,0,0,5,1,knowledge_lookup,0.75,1647,0
